rs_id,gene_symbol,clinvar_variation_id,clinical_signficance,medgen_id,condition_name
rs12248560,CYP2C19,RCV000783568,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783587,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783588,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783617,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783622,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783630,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783631,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783632,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783633,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783634,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783635,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783649,drug response,,CYP2C19: no function
rs12248560,CYP2C19,RCV000783666,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783667,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783668,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783669,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783669,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783670,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783671,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783676,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783682,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783683,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000783735,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783759,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783760,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783761,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783762,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783763,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783763,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783764,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783764,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783765,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783766,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783767,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783768,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783783,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783787,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783788,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783821,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783822,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783826,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783827,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783828,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783829,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783830,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783848,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783849,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783888,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783889,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783890,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783891,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783892,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783926,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783927,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783950,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783958,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783959,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783960,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783961,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783962,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783963,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783964,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783965,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783985,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783986,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784024,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784049,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784050,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784083,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784084,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784085,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784086,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784087,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784088,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784089,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784090,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784222,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784223,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784224,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784225,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784226,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784227,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784228,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784229,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784230,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784231,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784232,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784285,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784286,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784287,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000784288,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000784315,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784322,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784325,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784326,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784332,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784336,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784353,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784359,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784386,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784387,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784388,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784389,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784390,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784391,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784415,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784421,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784422,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784423,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784424,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784433,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784435,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784436,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784437,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784438,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784439,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784440,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784472,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784489,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784549,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784557,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784558,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784559,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784560,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784561,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784562,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784563,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784564,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000784638,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784639,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784705,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784706,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784707,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784708,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784709,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784710,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784711,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784712,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784737,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784745,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784752,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784753,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784759,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784763,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784773,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784779,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784789,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784809,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784810,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784811,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784812,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784851,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784856,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784857,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784868,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784869,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784870,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784871,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784872,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000784873,drug response,CN077957,Voriconazole response
rs137852347,G6PD,RCV000011158,other,,G6PD REHOVOT
rs137852347,G6PD,RCV000066276,Pathogenic,C2720289,"Anemia, nonspherocytic hemolytic, due to G6PD deficiency"
rs56165452,CYP2C9,RCV000417168,drug response,CN236549,warfarin response - Dosage
rs61742245,VKORC1,RCV000002296,Pathogenic,C0750384,Warfarin response
rs61742245,VKORC1,RCV000211202,drug response,CN236549,warfarin response - Dosage
rs61742245,VKORC1,RCV001115529,Likely benign,C1843832,"Vitamin K-dependent clotting factors, combined deficiency of, 2 (VKCFD2)"
rs104894402,GJB2,RCV000678872,Likely pathogenic,C3887873,Hearing loss
rs104894402,GJB2,RCV000018535,Pathogenic,C2675750,"Deafness, autosomal dominant 3a (DFNA3A)"
rs104894402,GJB2,RCV000211763,Pathogenic,CN826980,Rare genetic deafness
rs104894402,GJB2,RCV001257037,Pathogenic,,
rs104894402,GJB2,RCV001286491,Pathogenic,CN235283,none provided
rs104894402,GJB2,RCV001291330,Likely pathogenic,C1846647,Autosomal recessive non-syndromic sensorineural deafness type DFNB
rs118203929,NDUFAF5,RCV000000600,Pathogenic,C4748785,"Mitochondrial complex 1 deficiency, nuclear type 16"
rs121918670,TSHB,RCV000013524,Likely pathogenic,C0271789,Secondary hypothyroidism (CHNG4)
rs3218713,MYH7,RCV000786166,Likely pathogenic,CN517202,not provided
rs3218713,MYH7,RCV000989192,Likely pathogenic,C3495498,Familial hypertrophic cardiomyopathy 1 (CMH1)
rs3218713,MYH7,RCV000015144,Pathogenic/Likely pathogenic,C3495498,Familial hypertrophic cardiomyopathy 1 (CMH1)
rs3218713,MYH7,RCV000158761,Pathogenic,CN517202,not provided
rs3218713,MYH7,RCV000229956,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs3218713,MYH7,RCV000617265,Pathogenic,CN230736,Cardiovascular phenotype
rs3218713,MYH7,RCV000762925,Pathogenic,,
rs3218713,MYH7,RCV000853263,Pathogenic,C0878544,Cardiomyopathy (CMYO)
rs3218716,MYH7,RCV000035790,Likely pathogenic,C0949658,Primary familial hypertrophic cardiomyopathy (HCM)
rs3218716,MYH7,RCV000158532,Pathogenic,CN517202,not provided
rs3218716,MYH7,RCV000168872,Likely pathogenic,C3495498,Familial hypertrophic cardiomyopathy 1 (CMH1)
rs3218716,MYH7,RCV000473164,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs3218716,MYH7,RCV000515299,Pathogenic,,
rs3218716,MYH7,RCV000620547,Pathogenic,CN230736,Cardiovascular phenotype
rs3218716,MYH7,RCV000656214,Likely pathogenic,C0043202,Wolff-Parkinson-White pattern
rs3218716,MYH7,RCV000735308,Likely pathogenic,,
rs3218716,MYH7,RCV000845386,Pathogenic,C0340427,Primary familial dilated cardiomyopathy (FDC)
rs3218716,MYH7,RCV001189214,Likely pathogenic,C0878544,Cardiomyopathy (CMYO)
rs367947846,MYBPC3,RCV000154309,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs367947846,MYBPC3,RCV000242648,Pathogenic,CN230736,Cardiovascular phenotype
rs367947846,MYBPC3,RCV000414122,Pathogenic,CN517202,not provided
rs367947846,MYBPC3,RCV000769355,Pathogenic,C0878544,Cardiomyopathy (CMYO)
rs367947846,MYBPC3,RCV000431052,Benign,CN169374,not specified
rs367947846,MYBPC3,RCV000534192,Likely benign,C0007194,Hypertrophic cardiomyopathy
rs367947846,MYBPC3,RCV000617778,Likely benign,CN230736,Cardiovascular phenotype
rs367947846,MYBPC3,RCV000769354,Likely benign,C0878544,Cardiomyopathy (CMYO)
rs367947846,MYBPC3,RCV001106268,Benign,C3715165,Left ventricular noncompaction 10 (LVNC10)
rs367947846,MYBPC3,RCV001106269,Uncertain significance,C1861862,Familial hypertrophic cardiomyopathy 4 (CMH4)
rs371898076,MYH7,RCV000035758,Pathogenic,C0949658,Primary familial hypertrophic cardiomyopathy (HCM)
rs371898076,MYH7,RCV000158822,Pathogenic,CN517202,not provided
rs371898076,MYH7,RCV000162333,Pathogenic/Likely pathogenic,C3495498,Familial hypertrophic cardiomyopathy 1 (CMH1)
rs371898076,MYH7,RCV000168409,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs371898076,MYH7,RCV000253409,Pathogenic,CN230736,Cardiovascular phenotype
rs371898076,MYH7,RCV000477919,Pathogenic,,
rs371898076,MYH7,RCV000678721,Pathogenic,CN169374,not specified
rs371898076,MYH7,RCV000762924,Pathogenic,,
rs371898076,MYH7,RCV001170503,Pathogenic,C0878544,Cardiomyopathy (CMYO)
rs376923877,TNNT2,RCV000154493,Likely pathogenic,C0007194,Hypertrophic cardiomyopathy
rs376923877,TNNT2,RCV000036620,Likely benign,CN169374,not specified
rs376923877,TNNT2,RCV000724379,Uncertain significance,CN517202,not provided
rs376923877,TNNT2,RCV000777961,Likely benign,C0878544,Cardiomyopathy (CMYO)
rs376923877,TNNT2,RCV001078486,Likely benign,,
rs387907267,MYBPC3,RCV000030699,Pathogenic,C1861862,Familial hypertrophic cardiomyopathy 4 (CMH4)
rs387907267,MYBPC3,RCV000158189,Pathogenic,CN517202,not provided
rs387907267,MYBPC3,RCV000248559,Pathogenic,CN230736,Cardiovascular phenotype
rs387907267,MYBPC3,RCV000471886,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs387907267,MYBPC3,RCV001179578,Pathogenic,C0878544,Cardiomyopathy (CMYO)
rs397516074,MYBPC3,RCV000035668,Pathogenic,C0949658,Primary familial hypertrophic cardiomyopathy (HCM)
rs397516074,MYBPC3,RCV000158310,Pathogenic,CN517202,not provided
rs397516074,MYBPC3,RCV000161125,Pathogenic/Likely pathogenic,C1861862,Familial hypertrophic cardiomyopathy 4 (CMH4)
rs397516074,MYBPC3,RCV000205517,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs397516074,MYBPC3,RCV000247227,Pathogenic,CN230736,Cardiovascular phenotype
rs397516074,MYBPC3,RCV000763244,Pathogenic,,
rs397516074,MYBPC3,RCV001170208,Pathogenic,C0878544,Cardiomyopathy (CMYO)
rs397516127,MYH7,RCV000157358,Pathogenic,C0949658,Primary familial hypertrophic cardiomyopathy (HCM)
rs397516127,MYH7,RCV000158821,Pathogenic,CN517202,not provided
rs397516127,MYH7,RCV000459608,Pathogenic,C0007194,Hypertrophic cardiomyopathy
rs397516127,MYH7,RCV000515169,Pathogenic,,
rs397516127,MYH7,RCV000620403,Pathogenic,CN230736,Cardiovascular phenotype
rs397516127,MYH7,RCV001170504,Pathogenic,C0878544,Cardiomyopathy (CMYO)
rs727504409,MYH7,RCV000154595,Likely pathogenic,C0007194,Hypertrophic cardiomyopathy
rs137853284,ATP7B,RCV000144367,Pathogenic/Likely pathogenic,C0019202,Wilson disease (WND)
rs137853284,ATP7B,RCV001092072,Pathogenic,CN517202,not provided
rs137853284,ATP7B,RCV000532036,Pathogenic,C0019202,Wilson disease (WND)
rs137853284,ATP7B,RCV001091641,Pathogenic,CN517202,not provided
rs28942075,ATP7B,RCV000004059,Pathogenic,C0019202,Wilson disease (WND)
